DATE,TIME,VOLTAGE,CURRENT,AMBIENT,TARGET,HUMIDITY,SEASON,Power,Hour,TempDiff,TimePeriod
07-09-2022,1900-01-01 11:00:00,18.51,0.14,35.28,48.27,85.53,rainy,2.5914000000000006,11,12.990000000000002,Morning
07-09-2022,1900-01-01 12:00:00,17.9,0.09,37.47,49.39,85.6,rainy,1.6109999999999998,12,11.920000000000002,Afternoon
07-09-2022,1900-01-01 13:00:00,18.0,0.01,38.37,51.31,85.72,rainy,0.18,13,12.940000000000005,Afternoon
07-09-2022,1900-01-01 14:00:00,17.7,0.02,38.77,56.85,85.95,rainy,0.354,14,18.08,Afternoon
07-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,86.1,rainy,0.3712,15,21.23,Evening
07-09-2022,1900-01-01 16:00:00,19.9,0.02,35.28,55.03,85.66,rainy,0.3979999999999999,16,19.75,Evening
07-09-2022,1900-01-01 17:00:00,19.96,0.02,35.28,47.23,85.11,rainy,0.3992,17,11.949999999999996,Evening
08-09-2022,1900-01-01 10:00:00,18.3,0.18,33.45,46.79,85.11,rainy,3.294,10,13.339999999999996,Morning
08-09-2022,1900-01-01 11:00:00,18.51,0.14,35.66,48.27,85.53,rainy,2.5914000000000006,11,12.610000000000008,Morning
08-09-2022,1900-01-01 12:00:00,17.9,0.09,37.78,49.39,85.6,rainy,1.6109999999999998,12,11.61,Afternoon
08-09-2022,1900-01-01 13:00:00,18.0,0.01,38.69,51.31,85.72,rainy,0.18,13,12.620000000000005,Afternoon
08-09-2022,1900-01-01 14:00:00,17.7,0.02,38.75,56.85,85.95,rainy,0.354,14,18.1,Afternoon
08-09-2022,1900-01-01 15:00:00,18.56,0.02,38.1,58.33,86.1,rainy,0.3712,15,20.23,Evening
08-09-2022,1900-01-01 16:00:00,19.9,0.02,35.56,55.03,85.66,rainy,0.3979999999999999,16,19.47,Evening
08-09-2022,1900-01-01 17:00:00,19.96,0.02,35.28,47.23,85.11,rainy,0.3992,17,11.949999999999996,Evening
09-09-2022,1900-01-01 10:00:00,18.3,0.18,33.16,46.79,85.11,rainy,3.294,10,13.630000000000004,Morning
09-09-2022,1900-01-01 11:00:00,18.51,0.14,35.28,48.27,85.53,rainy,2.5914000000000006,11,12.990000000000002,Morning
09-09-2022,1900-01-01 12:00:00,17.9,0.09,37.47,49.39,85.6,rainy,1.6109999999999998,12,11.920000000000002,Afternoon
09-09-2022,1900-01-01 13:00:00,18.0,0.01,38.37,51.31,85.72,rainy,0.18,13,12.940000000000005,Afternoon
09-09-2022,1900-01-01 14:00:00,17.7,0.02,38.77,56.85,85.95,rainy,0.354,14,18.08,Afternoon
09-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,86.1,rainy,0.3712,15,21.23,Evening
09-09-2022,1900-01-01 16:00:00,19.9,0.02,36.28,55.03,85.66,rainy,0.3979999999999999,16,18.75,Evening
09-09-2022,1900-01-01 17:00:00,19.96,0.02,35.28,47.23,85.11,rainy,0.3992,17,11.949999999999996,Evening
10-09-2022,1900-01-01 10:00:00,18.3,0.18,29.09,47.23,65.78,cloudy,3.294,10,18.14,Morning
10-09-2022,1900-01-01 11:00:00,18.51,0.14,29.53,48.11,65.67,cloudy,2.5914000000000006,11,18.58,Morning
10-09-2022,1900-01-01 12:00:00,17.9,0.09,34.87,54.07,75.33,cloudy,1.6109999999999998,12,19.200000000000003,Afternoon
10-09-2022,1900-01-01 13:00:00,18.0,0.01,35.97,55.53,75.66,cloudy,0.18,13,19.56,Afternoon
10-09-2022,1900-01-01 14:00:00,17.7,0.02,35.59,55.03,65.11,cloudy,0.354,14,19.44,Afternoon
10-09-2022,1900-01-01 15:00:00,18.56,0.02,35.28,54.83,65.53,cloudy,0.3712,15,19.55,Evening
10-09-2022,1900-01-01 16:00:00,19.9,0.02,33.1,54.07,65.6,cloudy,0.3979999999999999,16,20.97,Evening
10-09-2022,1900-01-01 17:00:00,19.96,0.02,33.16,48.11,65.72,cloudy,0.3992,17,14.950000000000005,Evening
11-09-2022,1900-01-01 10:00:00,18.3,0.18,29.09,47.23,65.78,cloudy,3.294,10,18.14,Morning
11-09-2022,1900-01-01 11:00:00,18.51,0.14,30.53,48.11,65.67,cloudy,2.5914000000000006,11,17.58,Morning
11-09-2022,1900-01-01 12:00:00,17.9,0.09,34.87,54.07,75.33,cloudy,1.6109999999999998,12,19.200000000000003,Afternoon
11-09-2022,1900-01-01 13:00:00,18.0,0.01,34.97,55.03,75.66,cloudy,0.18,13,20.06,Afternoon
11-09-2022,1900-01-01 14:00:00,17.7,0.02,35.28,55.03,65.11,cloudy,0.354,14,19.75,Afternoon
11-09-2022,1900-01-01 15:00:00,18.56,0.02,35.28,55.03,65.53,cloudy,0.3712,15,19.75,Evening
11-09-2022,1900-01-01 16:00:00,19.9,0.02,33.16,54.07,65.6,cloudy,0.3979999999999999,16,20.910000000000004,Evening
11-09-2022,1900-01-01 17:00:00,19.96,0.02,33.16,48.11,65.72,cloudy,0.3992,17,14.950000000000005,Evening
12-09-2022,1900-01-01 10:00:00,18.3,0.18,33.16,46.79,85.11,rainy,3.294,10,13.630000000000004,Morning
12-09-2022,1900-01-01 11:00:00,18.51,0.14,35.28,48.27,85.53,rainy,2.5914000000000006,11,12.990000000000002,Morning
12-09-2022,1900-01-01 12:00:00,17.9,0.09,37.47,49.39,85.6,rainy,1.6109999999999998,12,11.920000000000002,Afternoon
12-09-2022,1900-01-01 13:00:00,18.0,0.01,38.37,51.31,85.72,rainy,0.18,13,12.940000000000005,Afternoon
12-09-2022,1900-01-01 14:00:00,17.7,0.02,38.77,56.85,85.95,rainy,0.354,14,18.08,Afternoon
12-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,86.1,rainy,0.3712,15,21.23,Evening
12-09-2022,1900-01-01 16:00:00,19.9,0.02,35.28,55.03,85.66,rainy,0.3979999999999999,16,19.75,Evening
12-09-2022,1900-01-01 17:00:00,19.96,0.02,35.28,47.23,85.11,rainy,0.3992,17,11.949999999999996,Evening
13-09-2022,1900-01-01 10:00:00,18.3,0.18,33.45,46.79,85.11,rainy,3.294,10,13.339999999999996,Morning
13-09-2022,1900-01-01 11:00:00,18.51,0.14,35.66,48.27,85.53,rainy,2.5914000000000006,11,12.610000000000008,Morning
13-09-2022,1900-01-01 12:00:00,17.9,0.09,37.78,49.39,85.6,rainy,1.6109999999999998,12,11.61,Afternoon
13-09-2022,1900-01-01 13:00:00,18.0,0.01,38.69,51.31,85.72,rainy,0.18,13,12.620000000000005,Afternoon
13-09-2022,1900-01-01 14:00:00,17.7,0.02,38.75,56.85,85.95,rainy,0.354,14,18.1,Afternoon
13-09-2022,1900-01-01 15:00:00,18.56,0.02,38.1,58.33,86.1,rainy,0.3712,15,20.23,Evening
13-09-2022,1900-01-01 16:00:00,19.9,0.02,35.56,55.03,85.66,rainy,0.3979999999999999,16,19.47,Evening
13-09-2022,1900-01-01 17:00:00,19.96,0.02,35.28,47.23,85.11,rainy,0.3992,17,11.949999999999996,Evening
14-09-2022,1900-01-01 10:00:00,18.3,0.18,29.09,47.23,65.78,cloudy,3.294,10,18.14,Morning
14-09-2022,1900-01-01 11:00:00,18.51,0.14,29.53,48.11,65.67,cloudy,2.5914000000000006,11,18.58,Morning
14-09-2022,1900-01-01 12:00:00,17.9,0.09,34.87,54.07,75.33,cloudy,1.6109999999999998,12,19.200000000000003,Afternoon
14-09-2022,1900-01-01 13:00:00,18.0,0.01,35.97,55.53,75.66,cloudy,0.18,13,19.56,Afternoon
14-09-2022,1900-01-01 14:00:00,17.7,0.02,35.59,55.03,65.11,cloudy,0.354,14,19.44,Afternoon
14-09-2022,1900-01-01 15:00:00,18.56,0.02,35.28,54.83,65.53,cloudy,0.3712,15,19.55,Evening
14-09-2022,1900-01-01 16:00:00,19.9,0.02,33.1,54.07,65.6,cloudy,0.3979999999999999,16,20.97,Evening
14-09-2022,1900-01-01 17:00:00,19.96,0.02,33.16,48.11,65.72,cloudy,0.3992,17,14.950000000000005,Evening
15-09-2022,1900-01-01 10:00:00,18.3,0.18,29.09,47.23,65.78,cloudy,3.294,10,18.14,Morning
15-09-2022,1900-01-01 11:00:00,18.51,0.14,29.53,48.11,65.67,cloudy,2.5914000000000006,11,18.58,Morning
15-09-2022,1900-01-01 12:00:00,17.9,0.09,34.87,54.07,75.33,cloudy,1.6109999999999998,12,19.200000000000003,Afternoon
15-09-2022,1900-01-01 13:00:00,18.0,0.01,35.97,55.53,75.66,cloudy,0.18,13,19.56,Afternoon
15-09-2022,1900-01-01 14:00:00,17.7,0.02,35.59,55.03,65.11,cloudy,0.354,14,19.44,Afternoon
15-09-2022,1900-01-01 15:00:00,18.56,0.02,35.28,54.83,65.53,cloudy,0.3712,15,19.55,Evening
15-09-2022,1900-01-01 16:00:00,19.9,0.02,33.1,54.07,65.6,cloudy,0.3979999999999999,16,20.97,Evening
15-09-2022,1900-01-01 17:00:00,19.96,0.02,33.16,48.11,65.72,cloudy,0.3992,17,14.950000000000005,Evening
16-09-2022,1900-01-01 10:00:00,20.5,2.4,33.16,46.79,35.78,little sunny,49.2,10,13.630000000000004,Morning
16-09-2022,1900-01-01 11:00:00,20.6,2.72,35.28,48.27,35.67,little sunny,56.03200000000001,11,12.990000000000002,Morning
16-09-2022,1900-01-01 12:00:00,20.7,2.98,37.47,49.39,35.33,little sunny,61.686,12,11.920000000000002,Afternoon
16-09-2022,1900-01-01 13:00:00,19.9,2.01,38.37,51.31,35.66,little sunny,39.999,13,12.940000000000005,Afternoon
16-09-2022,1900-01-01 14:00:00,19.72,0.56,38.77,56.85,35.11,little sunny,11.0432,14,18.08,Afternoon
16-09-2022,1900-01-01 15:00:00,19.9,1.1,39.1,60.33,35.53,little sunny,21.89,15,21.23,Evening
16-09-2022,1900-01-01 16:00:00,20.5,1.25,35.28,55.03,35.6,little sunny,25.625,16,19.75,Evening
16-09-2022,1900-01-01 17:00:00,18.6,1.2,35.28,47.23,35.72,little sunny,22.32,17,11.949999999999996,Evening
17-09-2022,1900-01-01 10:00:00,20.5,2.4,33.16,46.79,35.78,little sunny,49.2,10,13.630000000000004,Morning
17-09-2022,1900-01-01 11:00:00,20.6,2.72,35.28,48.27,35.67,little sunny,56.03200000000001,11,12.990000000000002,Morning
17-09-2022,1900-01-01 12:00:00,20.7,2.98,37.47,49.39,35.33,little sunny,61.686,12,11.920000000000002,Afternoon
17-09-2022,1900-01-01 13:00:00,19.9,2.01,38.37,51.31,35.66,little sunny,39.999,13,12.940000000000005,Afternoon
17-09-2022,1900-01-01 14:00:00,19.72,0.56,38.77,56.85,35.11,little sunny,11.0432,14,18.08,Afternoon
17-09-2022,1900-01-01 15:00:00,19.9,1.1,39.1,60.33,35.53,little sunny,21.89,15,21.23,Evening
17-09-2022,1900-01-01 16:00:00,20.5,1.25,35.28,55.03,35.6,little sunny,25.625,16,19.75,Evening
17-09-2022,1900-01-01 17:00:00,18.6,1.2,35.28,47.23,35.72,little sunny,22.32,17,11.949999999999996,Evening
18-09-2022,1900-01-01 10:00:00,20.5,2.4,34.16,46.79,35.78,little sunny,49.2,10,12.630000000000004,Morning
18-09-2022,1900-01-01 11:00:00,20.6,2.72,35.28,48.27,35.67,little sunny,56.03200000000001,11,12.990000000000002,Morning
18-09-2022,1900-01-01 12:00:00,20.7,2.98,36.57,49.39,35.33,little sunny,61.686,12,12.82,Afternoon
18-09-2022,1900-01-01 13:00:00,19.9,2.01,37.37,51.31,35.66,little sunny,39.999,13,13.940000000000005,Afternoon
18-09-2022,1900-01-01 14:00:00,19.72,0.56,38.77,56.85,35.11,little sunny,11.0432,14,18.08,Afternoon
18-09-2022,1900-01-01 15:00:00,19.9,1.1,39.1,60.33,35.53,little sunny,21.89,15,21.23,Evening
18-09-2022,1900-01-01 16:00:00,20.5,1.25,36.28,58.03,35.6,little sunny,25.625,16,21.75,Evening
18-09-2022,1900-01-01 17:00:00,18.6,1.2,35.33,52.23,35.72,little sunny,22.32,17,16.9,Evening
19-09-2022,1900-01-01 10:00:00,19.3,0.18,34.86,46.79,25.78,sunny,3.474,10,11.93,Morning
19-09-2022,1900-01-01 11:00:00,19.51,0.14,36.28,48.27,25.67,sunny,2.7314000000000003,11,11.990000000000002,Morning
19-09-2022,1900-01-01 12:00:00,18.9,0.09,38.47,49.39,25.33,sunny,1.7009999999999998,12,10.920000000000002,Afternoon
19-09-2022,1900-01-01 13:00:00,18.0,0.01,39.37,51.31,25.66,sunny,0.18,13,11.940000000000005,Afternoon
19-09-2022,1900-01-01 14:00:00,18.7,0.02,39.77,56.85,25.11,sunny,0.374,14,17.08,Afternoon
19-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,25.53,sunny,0.3712,15,21.23,Evening
19-09-2022,1900-01-01 16:00:00,19.9,0.02,37.28,55.03,25.6,sunny,0.3979999999999999,16,17.75,Evening
19-09-2022,1900-01-01 17:00:00,19.96,0.02,35.8,47.23,25.72,sunny,0.3992,17,11.43,Evening
20-09-2022,1900-01-01 10:00:00,20.5,2.4,34.87,54.07,35.78,little sunny,49.2,10,19.200000000000003,Morning
20-09-2022,1900-01-01 11:00:00,20.6,2.72,34.97,55.03,35.67,little sunny,56.03200000000001,11,20.06,Morning
20-09-2022,1900-01-01 12:00:00,20.7,2.98,29.09,47.23,35.33,little sunny,61.686,12,18.14,Afternoon
20-09-2022,1900-01-01 13:00:00,19.9,2.01,29.53,48.11,35.66,little sunny,39.999,13,18.58,Afternoon
20-09-2022,1900-01-01 14:00:00,19.72,0.56,33.16,54.07,35.11,little sunny,11.0432,14,20.910000000000004,Afternoon
20-09-2022,1900-01-01 15:00:00,19.9,1.1,35.28,55.03,35.53,little sunny,21.89,15,19.75,Evening
20-09-2022,1900-01-01 16:00:00,20.5,1.25,35.28,47.23,35.6,little sunny,25.625,16,11.949999999999996,Evening
20-09-2022,1900-01-01 17:00:00,18.6,1.2,33.16,48.11,35.72,little sunny,22.32,17,14.950000000000005,Evening
21-09-2022,1900-01-01 10:00:00,20.5,2.4,34.16,46.79,35.78,little sunny,49.2,10,12.630000000000004,Morning
21-09-2022,1900-01-01 11:00:00,20.6,2.72,35.28,48.27,35.67,little sunny,56.03200000000001,11,12.990000000000002,Morning
21-09-2022,1900-01-01 12:00:00,20.7,2.98,36.57,49.39,35.33,little sunny,61.686,12,12.82,Afternoon
21-09-2022,1900-01-01 13:00:00,19.9,2.01,37.37,51.31,35.66,little sunny,39.999,13,13.940000000000005,Afternoon
21-09-2022,1900-01-01 14:00:00,19.72,0.56,38.77,56.85,35.11,little sunny,11.0432,14,18.08,Afternoon
21-09-2022,1900-01-01 15:00:00,19.9,1.1,39.1,60.33,35.53,little sunny,21.89,15,21.23,Evening
21-09-2022,1900-01-01 16:00:00,20.5,1.25,36.28,58.03,35.6,little sunny,25.625,16,21.75,Evening
21-09-2022,1900-01-01 17:00:00,18.6,1.2,35.33,52.23,35.72,little sunny,22.32,17,16.9,Evening
22-09-2022,1900-01-01 10:00:00,20.5,2.4,34.16,46.79,35.78,little sunny,49.2,10,12.630000000000004,Morning
22-09-2022,1900-01-01 11:00:00,20.6,2.72,35.28,48.27,35.67,little sunny,56.03200000000001,11,12.990000000000002,Morning
22-09-2022,1900-01-01 12:00:00,20.7,2.98,36.57,49.39,35.33,little sunny,61.686,12,12.82,Afternoon
22-09-2022,1900-01-01 13:00:00,19.9,2.01,37.37,51.31,35.66,little sunny,39.999,13,13.940000000000005,Afternoon
22-09-2022,1900-01-01 14:00:00,19.72,0.56,38.77,56.85,35.11,little sunny,11.0432,14,18.08,Afternoon
22-09-2022,1900-01-01 15:00:00,19.9,1.1,39.1,60.33,35.53,little sunny,21.89,15,21.23,Evening
22-09-2022,1900-01-01 16:00:00,20.5,1.25,36.28,58.03,35.6,little sunny,25.625,16,21.75,Evening
22-09-2022,1900-01-01 17:00:00,18.6,1.2,35.33,52.23,35.72,little sunny,22.32,17,16.9,Evening
23-09-2022,1900-01-01 10:00:00,20.5,2.4,34.87,54.07,35.78,little sunny,49.2,10,19.200000000000003,Morning
23-09-2022,1900-01-01 11:00:00,20.6,2.72,34.97,55.03,35.67,little sunny,56.03200000000001,11,20.06,Morning
23-09-2022,1900-01-01 12:00:00,20.7,2.98,29.09,47.23,35.33,little sunny,61.686,12,18.14,Afternoon
23-09-2022,1900-01-01 13:00:00,19.9,2.01,29.53,48.11,35.66,little sunny,39.999,13,18.58,Afternoon
23-09-2022,1900-01-01 14:00:00,19.72,0.56,33.16,54.07,35.11,little sunny,11.0432,14,20.910000000000004,Afternoon
23-09-2022,1900-01-01 15:00:00,19.9,1.1,35.28,55.03,35.53,little sunny,21.89,15,19.75,Evening
23-09-2022,1900-01-01 16:00:00,20.5,1.25,35.28,47.23,35.6,little sunny,25.625,16,11.949999999999996,Evening
23-09-2022,1900-01-01 17:00:00,18.6,1.2,33.16,48.11,35.72,little sunny,22.32,17,14.950000000000005,Evening
24-09-2022,1900-01-01 10:00:00,19.3,0.18,34.86,46.79,25.78,sunny,3.474,10,11.93,Morning
24-09-2022,1900-01-01 11:00:00,19.51,0.14,36.28,48.27,25.67,sunny,2.7314000000000003,11,11.990000000000002,Morning
24-09-2022,1900-01-01 12:00:00,18.9,0.09,38.47,49.39,25.33,sunny,1.7009999999999998,12,10.920000000000002,Afternoon
24-09-2022,1900-01-01 13:00:00,18.0,0.01,39.37,51.31,25.66,sunny,0.18,13,11.940000000000005,Afternoon
24-09-2022,1900-01-01 14:00:00,18.7,0.02,39.77,56.85,25.11,sunny,0.374,14,17.08,Afternoon
24-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,25.53,sunny,0.3712,15,21.23,Evening
24-09-2022,1900-01-01 16:00:00,19.9,0.02,37.28,55.03,25.6,sunny,0.3979999999999999,16,17.75,Evening
24-09-2022,1900-01-01 17:00:00,19.96,0.02,35.8,47.23,25.72,sunny,0.3992,17,11.43,Evening
25-09-2022,1900-01-01 10:00:00,19.3,0.18,34.86,46.79,25.78,sunny,3.474,10,11.93,Morning
25-09-2022,1900-01-01 11:00:00,19.51,0.14,36.28,48.27,25.67,sunny,2.7314000000000003,11,11.990000000000002,Morning
25-09-2022,1900-01-01 12:00:00,18.9,0.09,38.47,49.39,25.33,sunny,1.7009999999999998,12,10.920000000000002,Afternoon
25-09-2022,1900-01-01 13:00:00,18.0,0.01,39.37,51.31,25.66,sunny,0.18,13,11.940000000000005,Afternoon
25-09-2022,1900-01-01 14:00:00,18.7,0.02,39.77,56.85,25.11,sunny,0.374,14,17.08,Afternoon
25-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,25.53,sunny,0.3712,15,21.23,Evening
25-09-2022,1900-01-01 16:00:00,19.9,0.02,37.28,55.03,25.6,sunny,0.3979999999999999,16,17.75,Evening
25-09-2022,1900-01-01 17:00:00,19.96,0.02,35.8,47.23,25.72,sunny,0.3992,17,11.43,Evening
26-09-2022,1900-01-01 10:00:00,20.5,2.4,34.87,54.07,35.78,sunny,49.2,10,19.200000000000003,Morning
26-09-2022,1900-01-01 11:00:00,20.6,2.72,34.97,55.03,35.67,sunny,56.03200000000001,11,20.06,Morning
26-09-2022,1900-01-01 12:00:00,20.7,2.98,29.09,47.23,35.33,sunny,61.686,12,18.14,Afternoon
26-09-2022,1900-01-01 13:00:00,19.9,2.44,29.53,48.11,35.66,sunny,48.556,13,18.58,Afternoon
26-09-2022,1900-01-01 14:00:00,19.72,2.23,33.16,54.07,35.11,sunny,43.9756,14,20.910000000000004,Afternoon
26-09-2022,1900-01-01 15:00:00,19.9,1.1,35.28,55.03,35.53,sunny,21.89,15,19.75,Evening
26-09-2022,1900-01-01 16:00:00,20.5,1.25,35.28,47.23,35.6,sunny,25.625,16,11.949999999999996,Evening
26-09-2022,1900-01-01 17:00:00,18.6,1.2,33.16,48.11,35.72,sunny,22.32,17,14.950000000000005,Evening
27-09-2022,1900-01-01 10:00:00,19.3,0.18,34.86,46.79,25.78,sunny,3.474,10,11.93,Morning
27-09-2022,1900-01-01 11:00:00,19.51,0.14,36.28,48.27,25.67,sunny,2.7314000000000003,11,11.990000000000002,Morning
27-09-2022,1900-01-01 12:00:00,18.9,0.09,38.47,49.39,25.33,sunny,1.7009999999999998,12,10.920000000000002,Afternoon
27-09-2022,1900-01-01 13:00:00,18.0,0.01,39.37,51.31,25.66,sunny,0.18,13,11.940000000000005,Afternoon
27-09-2022,1900-01-01 14:00:00,18.7,0.02,39.77,56.85,25.11,sunny,0.374,14,17.08,Afternoon
27-09-2022,1900-01-01 15:00:00,18.56,0.02,39.1,60.33,25.53,sunny,0.3712,15,21.23,Evening
27-09-2022,1900-01-01 16:00:00,19.9,0.02,37.28,55.03,25.6,sunny,0.3979999999999999,16,17.75,Evening
27-09-2022,1900-01-01 17:00:00,19.96,0.02,35.8,47.23,25.72,sunny,0.3992,17,11.43,Evening
28-09-2022,1900-01-01 10:00:00,19.3,0.18,34.86,46.79,25.78,sunny,3.474,10,11.93,Morning
28-09-2022,1900-01-01 11:00:00,19.51,0.14,36.28,48.27,25.67,sunny,2.7314000000000003,11,11.990000000000002,Morning
28-09-2022,1900-01-01 12:00:00,18.9,0.09,38.47,49.39,25.33,sunny,1.7009999999999998,12,10.920000000000002,Afternoon
28-09-2022,1900-01-01 13:00:00,18.0,0.01,39.37,51.31,25.66,sunny,0.18,13,11.940000000000005,Afternoon
